;word;joy;fear;sadness;anger;surprise;disgust;polarity_negative;polarity_positive
1598;brouiller;0;1;0;0;0;0;1;0
1599;brouillon;0;0;0;0;0;0;0;1
1600;broussaille;0;0;0;0;0;1;1;0
1601;broussailleux;0;0;0;0;0;0;1;0
1602;brousse;0;0;0;0;0;0;0;1
1603;broutille;0;0;0;0;0;1;1;0
1604;broyer;0;1;1;1;0;1;1;0
1605;broyer noir;0;0;1;0;0;0;1;0
1606;broyeur;0;1;0;0;0;0;1;0
1607;bruine;0;0;1;0;0;1;1;0
1608;bruiner;0;0;1;0;0;1;1;0
1609;bruir|bruire métallique;0;1;0;0;1;0;1;0
1610;bruir|bruire sec;0;1;0;0;1;0;1;0
1611;bruir|bruire sourd;0;1;1;0;1;0;1;0
1612;bruir|bruire tambour;0;0;0;0;0;0;0;1
1613;bruissement;0;1;0;0;1;0;1;0
1614;brume;0;1;1;0;0;0;1;0
1615;brumer;0;1;1;0;0;0;1;0
1616;brumeux;0;1;1;0;0;0;1;0
1617;brun;0;0;0;0;0;0;0;1
1618;brun grisâtre;0;0;1;0;0;1;1;0
1619;brunet;0;0;0;0;0;0;0;1
1620;brunir;0;0;0;0;0;0;1;0
1621;brun|brune;0;0;0;0;0;0;0;1
1622;brusque;0;1;0;1;1;0;1;0
1623;brusquement;0;1;0;0;1;0;1;0
1624;brusquer;0;1;0;1;1;0;1;0
1625;brut;0;1;1;1;0;1;1;0
1626;brutal;0;1;0;1;0;1;1;0
1627;brutaliser;0;1;0;1;0;0;1;0
1628;brutalité;0;1;1;1;0;1;1;0
1629;brute;0;1;1;1;0;1;1;0
1630;bruyamment;0;0;0;1;0;0;1;0
1631;bruyant;0;1;0;1;1;0;1;0
1632;bruyère;0;0;0;0;0;0;1;0
1633;brã»lé;0;0;0;0;0;1;1;0
1634;brã»lée;0;0;0;0;0;1;1;0
1635;brèche;0;1;0;0;0;0;1;0
1636;brève;0;0;0;0;0;0;0;1
1637;brûlant;0;1;0;1;0;0;1;0
1638;brûler;0;1;0;1;0;0;1;0
1639;brûleur;0;1;0;1;0;0;1;0
1640;brûlure;0;1;0;0;0;0;1;0
1641;brûlure estomac;0;0;1;0;0;1;1;0
1642;buccal;0;0;0;0;0;0;0;1
1643;budget;0;0;0;0;0;0;0;1
1644;budgétiser;0;0;0;0;0;0;0;1
1645;buffet;0;0;0;1;0;0;0;1
1646;buffle;0;1;0;0;0;0;1;0
1647;buisson;0;0;0;0;0;0;0;1
1648;bulbe;0;0;0;0;0;1;1;0
1649;bulbeux;0;0;0;0;0;0;1;0
1650;bulldozer;0;1;0;1;0;0;1;0
1651;bulle;0;0;0;0;0;0;0;1
1652;bulletin;0;0;0;0;0;0;0;1
1653;bungalow;0;0;0;0;0;0;0;1
1654;bunker;0;1;0;0;0;0;1;0
1655;bureau;0;0;0;0;0;0;0;1
1656;bureau;0;0;0;0;0;0;0;1
1657;bureaucrate;0;0;0;0;0;1;1;0
1658;bureaucratie;0;0;0;0;0;0;1;0
1659;burin;0;1;0;1;0;0;1;0
1660;buriner;0;0;0;1;0;0;1;0
1661;burlesque;0;0;0;0;1;0;0;1
1662;buste;0;0;0;0;0;0;0;1
1663;but;0;0;0;0;0;0;0;1
1664;butane;0;0;0;0;0;1;1;0
1665;butyreux;0;0;0;0;0;1;0;1
1666;bye;0;0;1;0;0;0;1;0
1667;bâcler;0;0;0;0;0;1;1;0
1668;bâillement;0;0;0;0;0;0;1;0
1669;bâiller;0;0;0;0;0;0;1;0
1670;bâiller;0;0;0;0;0;0;1;0
1671;bâillon;0;1;0;1;0;1;1;0
1672;bâillonner;0;1;0;1;0;1;1;0
1673;bâtard;0;1;0;1;0;1;1;0
1674;bâtiment;0;0;0;0;0;0;0;1
1675;bâtir;0;0;0;0;0;0;0;1
1676;bâtisseur;0;0;0;0;0;0;0;1
1677;béant;0;1;0;0;1;0;1;0
1678;béat;1;0;0;0;0;0;0;1
1679;béatitude;1;0;0;0;0;0;0;1
1680;bébé;1;0;0;0;0;0;0;1
1681;bécane;0;0;0;0;0;0;0;1
1682;bécher;0;0;0;0;0;0;0;1
1683;béer;0;1;0;0;1;0;1;0
1684;bégaiement;0;0;1;0;0;0;1;0
1685;bégayer|bégayer;0;0;1;0;0;0;1;0
1686;bélier;0;0;0;1;0;0;1;0
1687;bémol;0;0;1;0;0;0;1;0
1688;bénigne;1;0;0;0;0;0;0;1
1689;bénin;1;0;0;0;0;0;0;1
1690;bénir;0;0;0;0;0;0;0;1
1691;bénédiction;0;0;0;0;1;0;0;1
1692;bénéfice;1;0;0;0;0;0;0;1
1693;bénéficiaire;0;0;0;0;0;0;0;1
1694;bénéficier;1;0;0;0;0;0;0;1
1695;bénéfique;1;0;0;0;0;0;0;1
1696;bénévolat;0;0;0;0;0;0;0;1
1697;bénévole;0;1;0;0;0;0;0;1
1698;béquille;0;0;0;0;0;0;0;1
1699;bétail;0;0;0;0;0;0;0;1
1700;béton;0;0;0;0;0;0;0;1
1701;bêche;0;0;0;0;0;0;0;1
1702;bêcher;0;0;0;0;0;0;0;1
1703;bête;0;0;0;1;0;1;1;0
1704;bêtise;0;0;0;1;0;1;1;0
1705;bûche;0;0;0;0;0;0;0;1
1706;c?ur;0;0;0;0;0;0;0;1
1707;cabale;0;1;0;0;0;0;1;0
1708;cabane;0;0;1;0;0;1;0;1
1709;cabane enfant;1;0;0;0;0;0;0;1
1710;cabaret;0;0;0;0;1;0;0;1
1711;cabaret;0;0;0;0;1;0;0;1
1712;cabillaud;0;0;0;0;0;0;1;0
1713;cabine;0;0;0;0;0;0;0;1
1714;cabine luxe;0;0;0;0;0;0;0;1
1715;cabine particulier;0;0;0;0;0;0;0;1
1716;cabine pilotage;0;0;0;0;0;0;0;1
1717;cabinet;0;0;0;0;0;0;0;1
1718;cabosser;0;1;1;0;0;0;1;0
1719;cabriole;1;0;0;0;0;0;0;1
1720;cabriolet;0;0;0;0;0;0;0;1
1721;caca;0;0;0;0;0;1;1;0
1722;cacao;0;0;0;0;0;0;0;1
1723;cache;0;1;0;0;0;0;1;0
1724;cache nez;0;0;0;0;0;0;1;0
1725;cachemire;0;0;0;0;0;0;0;1
1726;cacher;0;1;1;0;0;0;1;0
1727;cacher;0;1;1;0;1;0;1;0
1728;cacher;0;1;1;0;0;0;1;0
1729;cachot;0;1;1;0;0;0;1;0
1730;cacophonie;0;1;0;1;0;1;1;0
1731;cadavre;0;1;1;0;1;1;1;0
1732;caddie;0;0;0;0;0;0;0;1
1733;cadeau;0;0;0;0;1;0;0;1
1734;cadenas;0;1;0;0;0;0;1;0
1735;cadenasser;0;1;0;0;0;0;1;0
1736;cadence;0;0;0;0;0;0;0;1
1737;cadencer;0;0;1;1;0;0;0;1
1738;cadet;0;0;0;0;0;0;0;1
1739;cadran;0;0;0;0;0;0;0;1
1740;cadran solaire;0;0;0;0;0;0;0;1
1741;cadre;0;0;0;0;0;0;0;1
1742;caduc;0;0;1;0;0;1;1;0
1743;caduque;0;0;1;0;0;1;1;0
1744;cafouillage;0;0;0;0;0;0;1;0
1745;cafouiller;0;0;0;0;0;0;1;0
1746;cafteur;0;0;0;1;0;0;1;0
1747;café;0;0;0;0;0;0;0;1
1748;café restaurant;0;0;0;0;0;0;0;1
1749;cage;0;1;1;0;0;0;1;0
1750;cageot;0;0;0;0;0;0;0;1
1751;cahier;0;0;0;0;0;0;0;1
1752;caille;0;1;0;0;0;0;1;0
1753;cailler;0;0;0;0;0;1;1;0
1754;caillot;0;1;0;0;0;1;1;0
1755;caillou;0;0;0;1;0;0;0;1
1756;caillouteux;0;1;0;0;0;0;1;0
1757;cairn;0;0;0;0;0;0;0;1
1758;caisse;0;0;0;0;0;0;0;1
1759;caissier;0;0;0;0;0;0;0;1
1760;calamiter;0;1;1;0;0;0;1;0
1761;calandre;0;0;0;0;0;0;1;0
1762;calcaire;0;0;0;0;0;1;1;0
1763;calciner;0;1;0;0;0;1;1;0
1764;calcul;0;0;0;1;0;0;0;1
1765;calculable;0;0;0;0;0;0;0;1
1766;calculateur;0;0;0;0;0;0;0;1
1767;calculateur|calculatrice;0;0;0;0;0;0;0;1
1768;calculer;0;0;0;0;0;0;0;1
1769;calculer;0;0;0;0;0;0;0;1
1770;calculette;0;0;0;0;0;0;0;1
1771;calembour;1;0;0;0;0;0;0;1
1772;calendrier;0;0;0;0;0;0;0;1
1773;calibre;0;0;0;0;0;0;0;1
1774;calibrer;0;0;0;0;0;0;0;1
1775;calice;0;0;0;0;0;0;0;1
1776;calicot;0;0;0;0;0;0;0;1
1777;calleux;0;0;0;1;0;1;1;0
1778;calligraphie;0;0;0;0;0;0;0;1
1779;calme;0;0;0;0;0;0;0;1
1780;calmement;1;0;0;0;0;0;0;1
1781;calmer;0;0;0;0;0;0;0;1
1782;calomnier;0;1;1;1;0;1;1;0
1783;calomnieux;0;0;0;1;0;1;1;0
1784;calorie;0;0;0;0;0;0;1;0
1785;calorimètre;0;0;0;0;0;0;0;1
1786;calorique;0;0;0;0;0;0;1;0
1787;calque;0;0;0;0;0;0;0;1
1788;calquer;0;0;0;0;0;0;0;1
1789;calvaire;0;1;1;1;1;0;1;0
1790;camarade;0;0;0;0;0;0;0;1
1791;camarade classe;0;0;0;0;0;0;0;1
1792;camarade jeu;0;0;0;0;0;0;0;1
1793;camaraderie;0;0;0;0;0;0;0;1
1794;cambriolage;0;1;1;0;1;0;1;0
1795;cambrioler;0;1;1;1;0;1;1;0
1796;cambrioleur;0;1;0;0;0;1;1;0
1797;cambrure;0;0;0;0;0;0;0;1
1798;came;0;0;0;0;0;0;0;1
1799;camelote;0;0;1;0;0;1;1;0
1800;camer;0;0;0;0;0;0;0;1
1801;cameraman;0;0;0;0;0;0;0;1
1802;camion;0;0;0;0;0;0;0;1
1803;camionnette;0;0;0;0;0;0;0;1
1804;camouflage;0;0;0;0;1;0;1;0
1805;camoufler;0;0;0;0;1;0;1;0
1806;camoufler;0;0;0;0;1;0;1;0
1807;camp;0;0;0;0;0;0;0;1
1808;campagne;0;1;0;1;0;0;0;1
1809;campement;0;0;0;0;0;0;0;1
1810;camper;0;0;0;0;0;0;0;1
1811;camping;0;0;0;0;0;0;0;1
1812;campus;0;0;0;0;0;0;0;1
1813;caméléon;0;0;0;0;0;0;0;1
1814;caméraman;0;0;0;0;0;0;0;1
1815;canalisation;0;0;0;0;0;1;1;0
1816;canapé;0;0;1;0;0;0;0;1
1817;canard;0;0;0;0;0;0;0;1
1818;canard mâle;0;0;0;0;0;0;0;1
1819;canari;0;0;0;0;0;0;0;1
1820;cancer;0;1;1;1;0;1;1;0
1821;candidat;0;0;0;0;0;0;0;1
1822;candidature;0;1;0;1;0;0;0;1
1823;candide;0;0;1;0;0;0;1;0
1824;caniche;0;0;0;0;0;0;0;1
1825;canidé;0;0;0;0;0;0;0;1
1826;canin;0;0;0;0;0;0;0;1
1827;canine;0;0;0;0;0;0;0;1
1828;caniveau;0;0;0;0;0;1;1;0
1829;canneler;0;0;0;0;0;0;0;1
1830;cannelle;0;0;0;0;0;0;0;1
1831;cannibale;0;1;0;0;0;1;1;0
1832;cannibalisme;0;1;0;0;0;1;1;0
1833;canon;0;1;0;1;0;0;1;0
1834;canonique;0;0;0;0;0;0;0;1
1835;canot sauvetage;0;0;0;0;0;0;0;1
1836;canotage;1;0;0;0;0;0;0;1
1837;canoë;0;0;0;0;0;0;0;1
1838;cantilever;0;0;0;0;0;0;0;1
1839;cantine;0;0;0;0;0;0;0;1
1840;cantique;0;0;1;0;0;0;0;1
1841;canton;0;0;0;0;0;0;0;1
1842;cantonnement;0;0;1;0;0;0;1;0
1843;canular;0;0;1;1;1;1;1;0
1844;caoutchouc;0;0;0;0;0;0;1;0
1845;caoutchouc;0;0;0;0;0;0;1;0
1846;cap;0;0;0;0;0;0;0;1
1847;capable;0;0;0;0;0;0;0;1
1848;capacité;0;0;0;0;0;0;0;1
1849;capillaire;0;0;0;0;0;0;0;1
1850;capitaine;0;0;0;0;0;0;0;1
1851;capital;0;0;0;0;0;0;0;1
1852;capital propre;0;0;0;0;0;0;0;1
1853;capitale;0;0;0;0;0;0;0;1
1854;capitaliste;0;0;0;0;0;0;1;0
1855;capitation;0;0;0;0;0;0;1;0
1856;capiteux;1;0;0;0;0;0;1;0
1857;capitole;0;0;0;0;0;0;0;1
1858;capitonnage;0;0;0;0;0;0;0;1
1859;capitulation;0;1;1;0;1;0;1;0
1860;capituler;0;1;1;0;0;0;1;0
1861;caporal;0;0;0;0;0;0;0;1
1862;capot;0;1;0;1;0;1;0;1
1863;caprice;0;0;0;1;1;0;1;0
1864;capricieux;0;0;0;1;0;0;1;0
1865;capsule;0;0;0;0;0;0;0;1
1866;captif;0;1;1;0;0;0;1;0
1867;captivant;0;0;0;0;0;0;0;1
1868;captiver;0;0;0;0;0;0;0;1
1869;captivité;0;1;1;0;0;0;1;0
1870;capture;0;1;0;1;1;0;1;0
1871;capturer;0;1;0;1;1;0;1;0
1872;capturer lasso;0;1;0;1;0;0;1;0
1873;capuche;0;1;0;1;0;1;0;1
1874;capuche;0;1;0;0;0;0;0;1
1875;capuchon;0;0;0;0;0;0;0;1
1876;caraco;0;0;0;0;0;0;0;1
1877;caractère aléatoire;0;1;0;0;1;0;1;0
1878;caractère raisonnable;0;0;0;0;0;0;0;1
1879;caractériser;0;0;0;0;0;0;0;1
1880;caractéristique;0;0;0;0;0;0;0;1
1881;carafe;0;0;0;0;0;0;0;1
1882;caramel;0;0;0;0;0;0;0;1
1883;carapace;0;0;0;0;0;0;0;1
1884;carat;0;0;0;0;0;0;0;1
1885;caravane;0;0;0;0;0;0;0;1
1886;carbone;0;0;0;0;0;0;1;0
1887;carboniser;0;1;0;1;0;0;1;0
1888;carburant;0;0;0;0;0;0;0;1
1889;carcasse;0;1;1;0;0;1;1;0
1890;carcinome;0;1;1;0;0;0;1;0
1891;cardigan;0;0;0;0;0;0;0;1
1892;cardinal;0;0;0;0;0;0;0;1
1893;cardiomyopathie;0;1;1;0;0;0;1;0
1894;caresse;1;0;0;0;0;0;0;1
1895;caresser;1;0;0;0;0;0;0;1
1896;carex;0;0;0;0;0;0;0;1
1897;cargaison;0;0;0;0;0;0;0;1
1898;caribou;0;0;0;0;0;0;0;1
1899;caricature;0;0;0;0;0;0;1;0
1900;caricaturer;0;0;0;0;0;0;1;0
1901;carie;0;0;0;0;0;1;1;0
1902;carillon;1;0;0;0;0;0;0;1
1903;carillonnement;0;0;0;0;1;0;0;1
1904;carillonner;1;0;0;0;0;0;0;1
1905;caritatif;0;0;0;0;0;0;0;1
1906;carlin;0;0;0;0;0;0;0;1
1907;carnation;0;0;0;0;0;0;0;1
1908;carnet;0;0;0;0;0;0;0;1
1909;carnivore;0;1;0;0;0;0;1;0
1910;carquois;0;1;0;0;0;0;1;0
1911;carreau;0;0;0;0;0;0;0;1
1912;carreau;0;0;0;0;0;0;0;1
1913;carrelage;0;0;0;0;0;0;0;1
1914;carreler;0;0;0;0;0;0;0;1
1915;carrer;0;0;0;0;0;0;0;1
1916;carrossage;0;0;0;0;0;0;0;1
1917;carrousel;1;0;0;0;0;0;0;1
1918;carrure;0;0;0;0;0;0;0;1
1919;carrément;0;0;0;0;0;0;0;1
1920;cartable;0;0;0;0;0;0;0;1
1921;carte;0;0;0;0;0;0;0;1
1922;cartel;0;1;0;1;0;0;1;0
1923;carter;0;0;0;0;0;1;1;0
1924;cartilage;0;0;0;0;0;1;1;0
1925;cartographie;0;0;0;0;0;0;0;1
1926;cartographique;0;0;0;0;0;0;0;1
1927;carton;0;0;0;0;0;0;0;1
1928;cartouche;0;1;0;0;0;0;1;0
1929;cas;0;0;0;0;0;0;0;1
1930;cascade;0;1;0;0;1;0;0;1
1931;caserne;0;0;0;0;0;0;0;1
1932;casier;0;0;0;0;0;0;0;1
1933;casino;0;0;0;0;1;0;0;1
1934;casque;0;1;0;0;0;0;0;1
1935;casquette;0;0;0;0;0;0;0;1
1936;cassable;0;1;0;0;0;0;1;0
1937;cassant;0;1;0;0;1;0;1;0
1938;casse croûte;0;0;0;0;0;0;0;1
1939;casse pied;0;0;0;1;0;0;1;0
1940;casse tête;0;0;0;0;0;0;0;1
1941;casser;0;1;0;0;1;0;1;0
1942;casser;0;0;0;0;1;0;1;0
1943;casser net;0;1;0;1;1;0;1;0
1944;casserole;0;0;0;0;0;0;0;1
1945;cassette;0;0;0;0;0;0;0;1
1946;cassette vidéo;0;0;0;0;0;0;0;1
1947;caste;0;0;0;0;0;0;1;0
1948;castrer;0;1;1;0;0;0;1;0
1949;caséine;0;0;0;0;0;0;0;1
1950;catabolisme;0;0;0;0;0;0;0;1
1951;cataclysme;0;1;1;1;1;0;1;0
1952;cataire;0;0;0;0;0;1;1;0
1953;catalogue;0;0;0;0;0;0;0;1
1954;catalyse;0;0;0;0;0;0;0;1
1955;catalytique;0;0;0;0;0;0;0;1
1956;catamaran;0;0;0;0;0;0;0;1
1957;catapulte;0;0;0;1;0;0;1;0
1958;catapulter;0;0;0;1;0;0;1;0
1959;cataracte;0;1;1;0;0;0;1;0
1960;catcheur;0;1;0;1;0;0;1;0
1961;cathartique;0;0;0;0;0;0;0;1
1962;catholique;0;0;0;0;0;0;0;1
1963;cathédrale;0;0;0;0;0;0;0;1
1964;cathéter;0;1;0;0;0;0;1;0
1965;catéchisme;0;0;0;0;0;1;0;1
1966;catégorie;0;0;0;0;0;0;0;1
1967;cauchemar;0;1;1;0;0;0;1;0
1968;caudal;0;0;0;0;0;1;1;0
1969;causal;0;0;1;0;0;0;1;0
1970;causalité;0;0;1;0;0;0;1;0
1971;causation;0;0;1;0;0;0;1;0
1972;cause tort;0;0;1;1;0;1;1;0
1973;causer;0;0;1;0;0;0;1;0
1974;caustique;0;1;0;0;0;1;1;0
1975;caution;0;0;0;0;0;0;0;1
1976;cavaler;0;1;0;0;0;0;1;0
1977;cavalerie;0;0;0;0;0;0;0;1
1978;cavalier;0;0;0;0;0;0;0;1
1979;caveau;0;0;0;0;0;0;0;1
1980;caverne;0;1;1;0;0;0;1;0
1981;caverneux;0;1;1;0;0;0;1;0
1982;cavité;0;1;0;0;0;0;1;0
1983;cayenne;0;0;0;0;0;0;0;1
1984;ceinture;0;1;1;1;0;0;1;0
1985;ceinturer;0;1;1;0;0;0;1;0
1986;cela;0;0;0;0;0;0;0;1
1987;cellier;0;0;0;0;0;0;0;1
1988;cellulaire;0;0;0;0;0;0;0;1
1989;cellule;0;0;0;0;0;0;1;0
1990;celluloïde;0;0;0;0;0;0;0;1
1991;cendre;0;1;1;0;0;1;1;0
1992;cendrer;0;1;0;0;0;0;1;0
1993;censeur;0;1;0;1;0;1;1;0
1994;censurer;0;1;0;1;0;1;1;0
1995;cent;0;0;0;0;0;0;0;1
1996;cent douze livre;0;0;0;0;0;0;0;1
1997;cent livre;0;0;0;0;0;0;0;1
1998;centaine;0;0;0;0;0;0;0;1
1999;centenaire;1;0;0;0;0;0;0;1
2000;centime;0;0;0;0;0;0;0;1
2001;centimètre;0;0;0;0;0;0;0;1
2002;centième;0;0;0;0;0;0;0;1
2003;central;0;0;0;0;0;0;0;1
2004;centrale;0;0;0;0;0;0;0;1
2005;centralement;0;0;0;0;0;0;0;1
2006;centralisation;0;0;0;0;0;0;0;1
2007;centraliser;0;0;0;0;0;0;0;1
2008;centralité;0;0;0;0;0;0;0;1
2009;centre;0;0;0;0;0;0;0;1
2010;centre;0;0;0;0;0;0;0;1
2011;centre commercial;0;0;0;0;0;0;0;1
2012;centre détention;0;1;1;1;0;0;1;0
2013;centrer;0;0;0;0;0;0;0;1
2014;centrifuge;0;0;0;0;0;0;0;1
2015;centrifuger;0;0;0;0;0;0;0;1
2016;centrifugeuse;0;0;0;0;0;0;0;1
2017;centurion;0;0;0;0;0;0;0;1
2018;cerceau;0;0;0;0;0;0;0;1
2019;cercle;0;0;0;0;0;0;0;1
2020;cercueil;0;1;1;0;0;0;1;0
2021;cerf;0;0;0;0;0;0;0;1
2022;cerf volant;0;0;0;0;0;1;0;1
2023;cerise;0;0;0;0;0;0;0;1
2024;cerner;0;1;0;0;0;0;1;0
2025;certificat;0;0;0;0;0;0;0;1
2026;certifier;0;0;0;0;0;0;0;1
2027;certitude;0;0;0;0;0;0;0;1
2028;cerveau;0;0;0;0;0;0;0;1
2029;cervelle;0;0;0;0;0;0;0;1
2030;cessation;0;0;1;0;1;0;1;0
2031;cession;0;0;0;0;0;0;0;1
2032;cessionnaire;0;0;0;0;0;0;0;1
2033;ceuillie;1;0;0;0;0;0;0;1
2034;ch?ur;0;0;0;0;0;0;0;1
2035;chacunes;0;0;0;0;0;0;0;1
2036;chacuns;0;0;0;0;0;0;0;1
2037;chagrin;0;1;1;0;0;0;1;0
2038;chahut;0;0;0;1;0;1;1;0
2039;chahuteur;0;0;0;1;0;0;1;0
2040;chair;0;0;0;0;0;1;1;0
2041;chaire;0;0;0;0;0;0;0;1
2042;chaise;0;0;0;0;0;0;0;1
2043;chalet;0;0;0;0;0;0;0;1
2044;chaleur;0;0;0;0;0;0;0;1
2045;chaleureusement;1;0;0;0;0;0;0;1
2046;chaleureux;0;0;0;0;0;0;0;1
2047;challenge;0;1;0;1;0;0;1;0
2048;chalut;0;0;0;0;0;0;0;1
2049;chalutier;0;0;0;0;0;0;0;1
2050;chamaillerie;0;0;0;1;0;1;1;0
2051;chamailleur;0;0;0;1;0;1;1;0
2052;chaman;0;1;0;0;0;0;1;0
2053;chambre;0;0;0;0;0;0;0;1
2054;chambre coucher;0;0;0;0;0;0;0;1
2055;chambre fort;0;0;0;0;0;0;0;1
2056;chambre libre;1;0;0;0;0;0;0;1
2057;chameau;0;0;0;0;0;0;0;1
2058;champ;0;0;0;0;0;0;0;1
2059;champ;0;0;0;0;1;0;0;1
2060;champ bataille;0;1;1;1;0;0;1;0
2061;champagne;0;0;0;0;0;0;0;1
2062;champion;0;0;0;0;0;0;0;1
2063;champion champion;1;0;0;0;0;0;0;1
2064;chance;0;0;0;0;1;0;0;1
2065;chancelant;0;1;0;0;1;0;1;0
2066;chanceler;0;1;0;0;1;0;1;0
2067;chancelier;0;0;0;0;0;0;0;1
2068;chancelière;0;0;0;0;0;0;0;1
2069;chanceux;1;0;0;0;0;0;0;1
2070;chancre;0;0;0;1;0;1;1;0
2071;chandelier;0;0;0;0;0;0;0;1
2072;chandler;0;0;0;0;0;0;0;1
2073;changeable;0;0;0;0;0;0;0;1
2074;changeant;0;0;0;0;0;0;0;1
2075;changer;0;1;0;0;0;0;0;1
2076;changeur;0;0;0;0;0;0;0;1
2077;chanson;0;0;0;0;0;0;0;1
2078;chansonnette;1;0;0;0;0;0;0;1
2079;chant;0;0;0;1;1;0;0;1
2080;chant noël;0;0;0;0;0;0;0;1
2081;chantage;0;1;0;1;0;0;1;0
2082;chanter ch?ur;1;0;0;0;0;0;0;1
2083;chanteur;0;0;0;0;0;0;0;1
2084;chanvre;0;0;0;0;0;0;0;1
2085;chaos;0;1;1;1;0;0;1;0
2086;chaotique;0;1;1;0;0;0;1;0
2087;chapeau;0;0;0;0;0;0;0;1
2088;chapelain;0;0;0;0;0;0;0;1
2089;chapelet;0;0;0;0;0;0;0;1
2090;chapelle;0;0;0;0;0;0;0;1
2091;chapiteau;0;0;0;0;0;0;0;1
2092;chapitre;0;0;0;0;0;0;0;1
2093;char;0;0;0;0;0;0;0;1
2094;charabia;0;0;0;1;0;0;1;0
2095;charade;0;0;0;0;1;0;0;1
2096;charbon;0;1;1;0;0;1;1;0
2097;charbon ardent;0;1;0;0;0;0;1;0
2098;charbon bois;0;0;0;0;0;1;1;0
2099;charcuter;0;1;0;1;0;1;1;0
2100;charcutier;0;1;0;1;0;1;1;0
2101;chardon;0;0;0;0;0;0;0;1
2102;charge;0;1;0;1;1;0;1;0
2103;chargement;0;0;0;0;0;0;0;1
2104;charger;0;0;0;0;0;0;0;1
2105;charger;0;1;1;0;0;0;1;0
2106;charger qqn faire qch;0;0;0;0;0;0;0;1
2107;chargeur;0;0;0;0;0;0;0;1
2108;chariot;0;0;0;0;0;0;0;1
2109;charitable;0;0;0;0;0;0;0;1
2110;charité;0;0;0;0;0;0;0;1
2111;charlatan;0;0;0;1;0;1;1;0
2112;charmant;0;0;0;0;0;0;0;1
2113;charme;0;0;0;0;1;0;0;1
2114;charme désuet;0;0;0;0;0;0;0;1
2115;charmer;0;0;0;0;0;0;0;1
2116;charmeur;0;0;0;0;0;0;0;1
2117;charnel;0;0;0;0;0;0;1;0
2118;charnière;0;0;0;0;0;0;0;1
2119;charnu;0;0;0;0;0;0;1;0
2120;charognard;0;1;0;0;0;1;1;0
2121;charpenter;0;0;0;0;0;0;0;1
2122;charpentier;0;0;0;0;0;0;0;1
2123;charpir;0;1;1;0;0;1;1;0
2124;charretier;0;0;0;0;0;0;0;1
2125;charrette;0;0;0;0;0;1;0;1
2126;charrier;0;0;0;0;1;0;0;1
2127;charrue;0;0;0;0;0;0;0;1
2128;charte;0;0;0;0;0;0;0;1
2129;chasse;0;1;0;1;0;0;1;0
2130;chasser;0;1;0;1;0;0;1;0
2131;chasseur;0;1;1;1;0;0;1;0
2132;chasteté;0;0;0;0;0;0;0;1
2133;chat;0;0;0;0;0;0;0;1
2134;chat sauvage;0;1;0;0;0;0;1;0
2135;chat tigré;0;0;0;0;0;0;0;1
2136;chatoiement;1;0;0;0;0;0;0;1
2137;chaton;0;0;0;0;0;0;0;1
2138;chatouillement;0;0;0;0;1;0;0;1
2139;chatouiller;0;0;0;0;1;0;0;1
2140;chatouilleur;0;0;0;0;0;0;1;0
2141;chatouilleux;0;0;0;0;0;0;1;0
2142;chat|chatte;0;0;0;0;0;0;0;1
2143;chaud;0;0;0;1;0;0;0;1
2144;chaudière;0;0;0;0;0;0;0;1
2145;chaud|chaude;0;0;0;1;0;0;0;1
2146;chauffage;0;0;0;0;0;0;0;1
2147;chauffe eau;0;0;0;0;0;0;0;1
2148;chauffer;0;0;0;0;0;0;0;1
2149;chauffeur;0;0;0;0;0;0;0;1
2150;chaumière;0;0;0;0;0;0;0;1
2151;chausser;0;0;0;0;0;0;0;1
2152;chaussette;0;0;0;0;0;0;0;1
2153;chausseur;0;0;0;0;0;0;0;1
2154;chausson;0;0;0;0;0;0;0;1
2155;chaussure;0;0;0;0;0;0;0;1
2156;chauve;0;0;1;0;0;1;1;0
2157;chauve souris;0;1;0;0;0;1;1;0
2158;chavirer;0;1;0;0;0;0;1;0
2159;chaîne;0;1;1;1;0;1;1;0
2160;check list;0;0;0;0;0;0;0;1
2161;cheesecake;0;0;0;0;0;0;0;1
2162;chef;0;0;0;0;0;0;0;1
2163;chef opérateur;0;0;0;0;0;0;0;1
2164;chef orchestre;0;0;0;0;0;0;0;1
2165;chef équipe;0;0;0;0;0;0;0;1
2166;chemin;0;0;0;0;0;0;0;1
2167;chemin fer;0;0;0;0;0;0;0;1
2168;cheminement;0;0;0;0;0;0;0;1
2169;cheminer;0;0;0;1;0;0;0;1
2170;chemise;0;0;0;0;0;0;0;1
2171;chemisier;0;0;0;0;0;0;0;1
2172;chenapan;0;1;0;1;0;1;1;0
2173;chenil;0;0;1;0;0;0;1;0
2174;chenille;0;0;0;0;0;1;1;0
2175;cher;0;0;0;0;0;0;1;0
2176;cher;0;0;1;0;0;0;1;0
2177;chercher;0;0;0;0;0;0;0;1
2178;chercheur;0;0;0;0;0;0;0;1
2179;cheval;0;0;0;0;0;0;0;1
2180;cheval course;0;0;0;0;0;0;0;1
2181;cheval sauvage;0;1;0;0;1;0;1;0
2182;chevalerie;0;0;0;0;0;0;0;1
2183;chevalet;0;0;0;0;0;0;0;1
2184;chevalier;0;0;0;0;0;0;0;1
2185;chevauchement;0;0;0;0;0;0;1;0
2186;chevaucher;0;0;0;0;0;0;0;1
